Area,Food Group Indicator,Unit,Value
India,Vitamin A apparent intake (retinol activity equivalents) of Beverages,µg/cap/d,1.0
India,Vitamin A apparent intake (retinol activity equivalents) of Foods for particular nutritional uses,µg/cap/d,0.0
India,Vitamin A apparent intake (retinol activity equivalents) of Savoury snacks,µg/cap/d,0.0
India,Vitamin A apparent intake (retinol activity equivalents) of Miscellaneous,µg/cap/d,28.0
India,"Food, edible, apparent consumption of Cereals and their products",g/cap/d,355.4
India,"Food, edible, apparent consumption of Roots, tubers, plantains and their products",g/cap/d,50.6
India,"Food, edible, apparent consumption of Pulses, seeds and nuts and their products",g/cap/d,36.9
India,"Food, edible, apparent consumption of Milk and milk products",g/cap/d,156.1
India,"Food, edible, apparent consumption of Eggs and their products",g/cap/d,4.3
India,"Food, edible, apparent consumption of Fish, shellfish and their products",g/cap/d,5.4
India,"Food, edible, apparent consumption of Meat and meat products",g/cap/d,7.7
India,"Food, edible, apparent consumption of Vegetables and their products",g/cap/d,137.9
India,"Food, edible, apparent consumption of Fruits and their products",g/cap/d,33.4
India,"Food, edible, apparent consumption of Fats and oils",g/cap/d,25.1
India,"Food, edible, apparent consumption of Sweets and sugars",g/cap/d,26.7
India,"Food, edible, apparent consumption of Spices and condiments",g/cap/d,24.3
India,"Food, edible, apparent consumption of Beverages",g/cap/d,46.7
India,"Food, edible, apparent consumption of Foods for particular nutritional uses",g/cap/d,0.1
India,"Food, edible, apparent consumption of Savoury snacks",g/cap/d,2.9
Kenya,Energy apparent intake of All food groups,kcal/cap/d,2139.0
Kenya,Energy apparent intake of All food groups (excluding beverages),kcal/cap/d,2124.0
Kenya,Energy apparent intake of Cereals and their products,kcal/cap/d,1104.0
Kenya,"Energy apparent intake of Roots, tubers, plantains and their products",kcal/cap/d,99.0
Kenya,"Energy apparent intake of Pulses, seeds and nuts and their products",kcal/cap/d,169.0
Kenya,Energy apparent intake of Milk and milk products,kcal/cap/d,122.0
Kenya,Energy apparent intake of Eggs and their products,kcal/cap/d,6.0
Kenya,"Energy apparent intake of Fish, shellfish and their products",kcal/cap/d,18.0
Kenya,Energy apparent intake of Meat and meat products,kcal/cap/d,39.0
Kenya,Energy apparent intake of Vegetables and their products,kcal/cap/d,67.0
Kenya,Energy apparent intake of Fruits and their products,kcal/cap/d,61.0
Kenya,Energy apparent intake of Fats and oils,kcal/cap/d,161.0
Kenya,Energy apparent intake of Sweets and sugars,kcal/cap/d,168.0
Kenya,Energy apparent intake of Spices and condiments,kcal/cap/d,1.0
Kenya,Energy apparent intake of Beverages,kcal/cap/d,15.0
Kenya,Energy apparent intake of Foods for particular nutritional uses,kcal/cap/d,0.0
Kenya,Energy apparent intake of Savoury snacks,kcal/cap/d,0.0
Kenya,Energy apparent intake of Miscellaneous,kcal/cap/d,107.0
Kenya,Protein apparent intake of All food groups,g/cap/d,61.8
Kenya,Protein apparent intake of All food groups (excluding beverages),g/cap/d,61.7
Kenya,Protein apparent intake of Cereals and their products,g/cap/d,26.0
Kenya,"Protein apparent intake of Roots, tubers, plantains and their products",g/cap/d,1.9
Kenya,"Protein apparent intake of Pulses, seeds and nuts and their products",g/cap/d,12.3
Kenya,Protein apparent intake of Milk and milk products,g/cap/d,5.8
Kenya,Protein apparent intake of Eggs and their products,g/cap/d,0.6
Kenya,"Protein apparent intake of Fish, shellfish and their products",g/cap/d,3.2
Kenya,Protein apparent intake of Meat and meat products,g/cap/d,4.0
Kenya,Protein apparent intake of Vegetables and their products,g/cap/d,3.9
Kenya,Protein apparent intake of Fruits and their products,g/cap/d,0.7
Kenya,Protein apparent intake of Fats and oils,g/cap/d,0.0
Kenya,Protein apparent intake of Sweets and sugars,g/cap/d,0.2
Kenya,Protein apparent intake of Spices and condiments,g/cap/d,0.1
Kenya,Protein apparent intake of Beverages,g/cap/d,0.1
Kenya,Protein apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
Kenya,Protein apparent intake of Savoury snacks,g/cap/d,0.0
Kenya,Protein apparent intake of Miscellaneous,g/cap/d,2.9
Kenya,Fat apparent intake of All food groups,g/cap/d,47.9
Kenya,Fat apparent intake of All food groups (excluding beverages),g/cap/d,47.8
Kenya,Fat apparent intake of Cereals and their products,g/cap/d,11.3
Kenya,"Fat apparent intake of Roots, tubers, plantains and their products",g/cap/d,0.2
Kenya,"Fat apparent intake of Pulses, seeds and nuts and their products",g/cap/d,2.0
Kenya,Fat apparent intake of Milk and milk products,g/cap/d,6.1
Kenya,Fat apparent intake of Eggs and their products,g/cap/d,0.4
Kenya,"Fat apparent intake of Fish, shellfish and their products",g/cap/d,0.5
Kenya,Fat apparent intake of Meat and meat products,g/cap/d,2.5
Kenya,Fat apparent intake of Vegetables and their products,g/cap/d,0.8
Kenya,Fat apparent intake of Fruits and their products,g/cap/d,3.0
Kenya,Fat apparent intake of Fats and oils,g/cap/d,17.9
Kenya,Fat apparent intake of Sweets and sugars,g/cap/d,0.5
Kenya,Fat apparent intake of Spices and condiments,g/cap/d,0.0
Kenya,Fat apparent intake of Beverages,g/cap/d,0.1
Kenya,Fat apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
Kenya,Fat apparent intake of Savoury snacks,g/cap/d,0.0
Kenya,Fat apparent intake of Miscellaneous,g/cap/d,2.6
Kenya,Carbohydrate (available) apparent intake of All food groups,g/cap/d,339.2
Kenya,Carbohydrate (available) apparent intake of All food groups (excluding beverages),g/cap/d,337.4
Kenya,Carbohydrate (available) apparent intake of Cereals and their products,g/cap/d,213.3
Kenya,"Carbohydrate (available) apparent intake of Roots, tubers, plantains and their products",g/cap/d,21.3
Kenya,"Carbohydrate (available) apparent intake of Pulses, seeds and nuts and their products",g/cap/d,20.3
Kenya,Carbohydrate (available) apparent intake of Milk and milk products,g/cap/d,10.8
Kenya,Carbohydrate (available) apparent intake of Eggs and their products,g/cap/d,0.1
Kenya,"Carbohydrate (available) apparent intake of Fish, shellfish and their products",g/cap/d,0.3
Kenya,Carbohydrate (available) apparent intake of Meat and meat products,g/cap/d,0.3
Kenya,Carbohydrate (available) apparent intake of Vegetables and their products,g/cap/d,7.1
Kenya,Carbohydrate (available) apparent intake of Fruits and their products,g/cap/d,6.6
Kenya,Carbohydrate (available) apparent intake of Fats and oils,g/cap/d,0.0
Kenya,Carbohydrate (available) apparent intake of Sweets and sugars,g/cap/d,40.7
Kenya,Carbohydrate (available) apparent intake of Spices and condiments,g/cap/d,0.2
Kenya,Carbohydrate (available) apparent intake of Beverages,g/cap/d,1.8
Kenya,Carbohydrate (available) apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
Kenya,Carbohydrate (available) apparent intake of Savoury snacks,g/cap/d,0.0
Kenya,Carbohydrate (available) apparent intake of Miscellaneous,g/cap/d,16.3
Kenya,Dietary Fibre apparent intake of All food groups,g/cap/d,47.3
Kenya,Dietary Fibre apparent intake of All food groups (excluding beverages),g/cap/d,47.2
Kenya,Dietary Fibre apparent intake of Cereals and their products,g/cap/d,22.5
Kenya,"Dietary Fibre apparent intake of Roots, tubers, plantains and their products",g/cap/d,2.2
Kenya,"Dietary Fibre apparent intake of Pulses, seeds and nuts and their products",g/cap/d,10.4
Kenya,Dietary Fibre apparent intake of Milk and milk products,g/cap/d,0.0
Kenya,Dietary Fibre apparent intake of Eggs and their products,g/cap/d,0.0
Kenya,"Dietary Fibre apparent intake of Fish, shellfish and their products",g/cap/d,0.0
Kenya,Dietary Fibre apparent intake of Meat and meat products,g/cap/d,0.0
Kenya,Dietary Fibre apparent intake of Vegetables and their products,g/cap/d,7.6
Kenya,Dietary Fibre apparent intake of Fruits and their products,g/cap/d,2.4
Kenya,Dietary Fibre apparent intake of Fats and oils,g/cap/d,0.0
Kenya,Dietary Fibre apparent intake of Sweets and sugars,g/cap/d,0.1
Kenya,Dietary Fibre apparent intake of Spices and condiments,g/cap/d,0.0
Kenya,Dietary Fibre apparent intake of Beverages,g/cap/d,0.1
Kenya,Dietary Fibre apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
Kenya,Dietary Fibre apparent intake of Savoury snacks,g/cap/d,0.0
Kenya,Dietary Fibre apparent intake of Miscellaneous,g/cap/d,2.0
Kenya,Calcium apparent intake of All food groups,mg/cap/d,728.0
Kenya,Calcium apparent intake of All food groups (excluding beverages),mg/cap/d,724.0
Kenya,Calcium apparent intake of Cereals and their products,mg/cap/d,71.0
Kenya,"Calcium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,12.0
Kenya,"Calcium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,51.0
Kenya,Calcium apparent intake of Milk and milk products,mg/cap/d,211.0
Kenya,Calcium apparent intake of Eggs and their products,mg/cap/d,2.0
Kenya,"Calcium apparent intake of Fish, shellfish and their products",mg/cap/d,88.0
Kenya,Calcium apparent intake of Meat and meat products,mg/cap/d,3.0
Kenya,Calcium apparent intake of Vegetables and their products,mg/cap/d,232.0
Kenya,Calcium apparent intake of Fruits and their products,mg/cap/d,11.0
Kenya,Calcium apparent intake of Fats and oils,mg/cap/d,0.0
Kenya,Calcium apparent intake of Sweets and sugars,mg/cap/d,2.0
Kenya,Calcium apparent intake of Spices and condiments,mg/cap/d,5.0
Kenya,Calcium apparent intake of Beverages,mg/cap/d,4.0
Kenya,Calcium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Kenya,Calcium apparent intake of Savoury snacks,mg/cap/d,0.0
Kenya,Calcium apparent intake of Miscellaneous,mg/cap/d,36.0
Kenya,Iron apparent intake of All food groups,mg/cap/d,20.6
Kenya,Iron apparent intake of All food groups (excluding beverages),mg/cap/d,20.5
Kenya,Iron apparent intake of Cereals and their products,mg/cap/d,9.2
Kenya,"Iron apparent intake of Roots, tubers, plantains and their products",mg/cap/d,1.0
Kenya,"Iron apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,3.6
Kenya,Iron apparent intake of Milk and milk products,mg/cap/d,0.2
Kenya,Iron apparent intake of Eggs and their products,mg/cap/d,0.1
Kenya,"Iron apparent intake of Fish, shellfish and their products",mg/cap/d,0.3
Kenya,Iron apparent intake of Meat and meat products,mg/cap/d,0.9
Kenya,Iron apparent intake of Vegetables and their products,mg/cap/d,3.8
Kenya,Iron apparent intake of Fruits and their products,mg/cap/d,0.3
Kenya,Iron apparent intake of Fats and oils,mg/cap/d,0.0
Kenya,Iron apparent intake of Sweets and sugars,mg/cap/d,0.1
Kenya,Iron apparent intake of Spices and condiments,mg/cap/d,0.1
Kenya,Iron apparent intake of Beverages,mg/cap/d,0.1
Kenya,Iron apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Kenya,Iron apparent intake of Savoury snacks,mg/cap/d,0.0
Kenya,Iron apparent intake of Miscellaneous,mg/cap/d,1.0
Kenya,Zinc apparent intake of All food groups,mg/cap/d,11.48
Kenya,Zinc apparent intake of All food groups (excluding beverages),mg/cap/d,11.46
Kenya,Zinc apparent intake of Cereals and their products,mg/cap/d,5.67
Kenya,"Zinc apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.3
Kenya,"Zinc apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,1.58
Kenya,Zinc apparent intake of Milk and milk products,mg/cap/d,1.04
Kenya,Zinc apparent intake of Eggs and their products,mg/cap/d,0.05
Kenya,"Zinc apparent intake of Fish, shellfish and their products",mg/cap/d,0.5
Kenya,Zinc apparent intake of Meat and meat products,mg/cap/d,0.6
Kenya,Zinc apparent intake of Vegetables and their products,mg/cap/d,0.94
Kenya,Zinc apparent intake of Fruits and their products,mg/cap/d,0.18
Kenya,Zinc apparent intake of Fats and oils,mg/cap/d,0.01
Kenya,Zinc apparent intake of Sweets and sugars,mg/cap/d,0.03
Kenya,Zinc apparent intake of Spices and condiments,mg/cap/d,0.01
Kenya,Zinc apparent intake of Beverages,mg/cap/d,0.02
Kenya,Zinc apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Kenya,Zinc apparent intake of Savoury snacks,mg/cap/d,0.0
Kenya,Zinc apparent intake of Miscellaneous,mg/cap/d,0.56
Kenya,Magnesium apparent intake of All food groups,mg/cap/d,454.0
Kenya,Magnesium apparent intake of All food groups (excluding beverages),mg/cap/d,451.0
Kenya,Magnesium apparent intake of Cereals and their products,mg/cap/d,234.0
Kenya,"Magnesium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,18.0
Kenya,"Magnesium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,80.0
Kenya,Magnesium apparent intake of Milk and milk products,mg/cap/d,19.0
Kenya,Magnesium apparent intake of Eggs and their products,mg/cap/d,1.0
Kenya,"Magnesium apparent intake of Fish, shellfish and their products",mg/cap/d,5.0
Kenya,Magnesium apparent intake of Meat and meat products,mg/cap/d,4.0
Kenya,Magnesium apparent intake of Vegetables and their products,mg/cap/d,56.0
Kenya,Magnesium apparent intake of Fruits and their products,mg/cap/d,13.0
Kenya,Magnesium apparent intake of Fats and oils,mg/cap/d,0.0
Kenya,Magnesium apparent intake of Sweets and sugars,mg/cap/d,1.0
Kenya,Magnesium apparent intake of Spices and condiments,mg/cap/d,1.0
Kenya,Magnesium apparent intake of Beverages,mg/cap/d,3.0
Kenya,Magnesium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Kenya,Magnesium apparent intake of Savoury snacks,mg/cap/d,0.0
Kenya,Magnesium apparent intake of Miscellaneous,mg/cap/d,20.0
Kenya,Phosphorus apparent intake of All food groups,mg/cap/d,1656.0
Kenya,Phosphorus apparent intake of All food groups (excluding beverages),mg/cap/d,1652.0
Kenya,Phosphorus apparent intake of Cereals and their products,mg/cap/d,802.0
Kenya,"Phosphorus apparent intake of Roots, tubers, plantains and their products",mg/cap/d,56.0
Kenya,"Phosphorus apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,222.0
Kenya,Phosphorus apparent intake of Milk and milk products,mg/cap/d,210.0
Kenya,Phosphorus apparent intake of Eggs and their products,mg/cap/d,8.0
Kenya,"Phosphorus apparent intake of Fish, shellfish and their products",mg/cap/d,98.0
Kenya,Phosphorus apparent intake of Meat and meat products,mg/cap/d,49.0
Kenya,Phosphorus apparent intake of Vegetables and their products,mg/cap/d,101.0
Kenya,Phosphorus apparent intake of Fruits and their products,mg/cap/d,19.0
Kenya,Phosphorus apparent intake of Fats and oils,mg/cap/d,0.0
Kenya,Phosphorus apparent intake of Sweets and sugars,mg/cap/d,6.0
Kenya,Phosphorus apparent intake of Spices and condiments,mg/cap/d,6.0
Kenya,Phosphorus apparent intake of Beverages,mg/cap/d,4.0
Kenya,Phosphorus apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Kenya,Phosphorus apparent intake of Savoury snacks,mg/cap/d,0.0
Kenya,Phosphorus apparent intake of Miscellaneous,mg/cap/d,75.0
Kenya,Potassium apparent intake of All food groups,mg/cap/d,2812.0
Kenya,Potassium apparent intake of All food groups (excluding beverages),mg/cap/d,2790.0
Kenya,Potassium apparent intake of Cereals and their products,mg/cap/d,651.0
Kenya,"Potassium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,457.0
Kenya,"Potassium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,592.0
